tool		CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856
reducercommutativity/max20-1.yml	true	unknown	12.200742983	6.307609968993347	265.527296	568	1580	1782	unknown	13.950523289	7.183949498983566	273.383424	568	1580	1782	unknown	13.809593415	7.091591333999531	254.214144	568	1580	1782	unknown	13.307026185	6.883394200995099	273.272832	568	1580	1782	unknown	13.843751925	7.112889440992149	258.920448	568	1580	1782
reducercommutativity/max40-1.yml	true	unknown	18.024647486	9.242644612008007	376.033280	1108	2660	2982	unknown	18.241345671	9.377904126013163	328.589312	1108	2660	2982	unknown	17.584662643	9.00651814500452	336.683008	1108	2660	2982	unknown	17.647515094	9.02699169999687	377.266176	1108	2660	2982	unknown	16.959450628	8.705470715009142	341.667840	1108	2660	2982
reducercommutativity/max60-2.yml	true	unknown	22.759074714	11.774836240016157	548.237312	1648	3740	4182	unknown	23.629040851	12.113659717986593	533.000192	1648	3740	4182	unknown	22.376218137	11.662363173993072	520.491008	1648	3740	4182	unknown	21.801843378	11.194667056988692	511.062016	1648	3740	4182	unknown	23.325349081	11.89355025801342	503.681024	1648	3740	4182
reducercommutativity/rangesum05.yml	false	false(unreach-call)	9.065408742	4.730959883017931	185.434112	142	401	434	false(unreach-call)	8.745698777	4.550402368011419	190.779392	142	401	434	false(unreach-call)	8.743438071	4.522859018994495	184.651776	142	401	434	false(unreach-call)	9.824481768	5.15722961400752	194.977792	142	401	434	false(unreach-call)	9.149656927	4.732916804990964	212.566016	142	401	434
reducercommutativity/rangesum10.yml	false	false(unreach-call)	10.757878216	5.536340516991913	241.401856	244	605	638	false(unreach-call)	10.799936497	5.5987018889863975	244.826112	244	605	638	false(unreach-call)	10.956297002	5.627315149002243	225.607680	244	605	638	false(unreach-call)	11.180175701	5.830083681998076	219.131904	244	605	638	false(unreach-call)	10.890549283	5.626998633000767	235.008000	244	605	638
reducercommutativity/rangesum20.yml	false	false(unreach-call)	13.849076218	7.181277597992448	326.582272	454	1025	1058	false(unreach-call)	14.13791132	7.296681222011102	340.553728	454	1025	1058	false(unreach-call)	14.026717584	7.230811557994457	346.472448	454	1025	1058	false(unreach-call)	12.908375251	6.710125665005762	331.599872	454	1025	1058	false(unreach-call)	14.935117394	7.721135553001659	336.703488	454	1025	1058
reducercommutativity/rangesum40.yml	false	false(unreach-call)	20.124418564	10.256234746979317	509.435904	874	1865	1898	false(unreach-call)	17.786122479	9.196211398986634	450.904064	874	1865	1898	false(unreach-call)	19.950380085	10.23666624899488	489.947136	874	1865	1898	false(unreach-call)	18.473540295	9.543079952010885	544.768000	874	1865	1898	false(unreach-call)	20.366581179	10.405330734007293	468.332544	874	1865	1898
reducercommutativity/rangesum60.yml	false	false(unreach-call)	23.21055546	12.074106989020947	691.933184	1294	2705	2738	false(unreach-call)	23.559586073	12.367832105985144	600.190976	1294	2705	2738	false(unreach-call)	22.789071553	11.787102828006027	658.845696	1294	2705	2738	false(unreach-call)	24.394526175	12.553841429995373	666.132480	1294	2705	2738	false(unreach-call)	22.367536094	11.68924227799289	623.136768	1294	2705	2738
reducercommutativity/sep05-1.yml	true	unknown	115.730944695	58.48324438399868	4360.646656	7353	15191	16536	unknown	112.788783377	56.94661124199047	4185.509888	7353	15191	16536	unknown	109.472108812	55.29758761500125	4288.430080	7353	15191	16536	unknown	112.624095337	56.96964504700736	4155.305984	7353	15191	16536	unknown	107.146645181	54.02193975899718	4202.610688	7353	15191	16536
reducercommutativity/sum.yml	true	unknown	9.233881532	4.820183328993153	225.304576	131	281	328	unknown	9.067877646	4.72848125800374	200.687616	131	281	328	unknown	9.300395802	4.8335918379889335	200.953856	131	281	328	unknown	9.394197762	4.8434154719871	225.501184	131	281	328	unknown	9.124723833	4.739331788994605	198.373376	131	281	328
array-tiling/mbpr2.yml	true	unknown	5.396454655	2.8641323030169588	139.300864	54	104	121	unknown	6.499570895	3.4584023369825445	143.187968	54	104	121	unknown	5.778645858	3.041098797984887	143.491072	54	104	121	unknown	5.901833929	3.0926600040111225	143.781888	54	104	121	unknown	7.083817921	3.6910956559877377	152.469504	54	104	121
array-tiling/mbpr3.yml	true	unknown	5.456318003	2.913017115002731	147.390464	64	124	145	unknown	7.093191774	3.723485141992569	146.812928	64	124	145	unknown	5.979094366	3.1615976080065593	142.835712	64	124	145	unknown	6.182103511	3.2725801640190184	157.241344	64	124	145	unknown	6.43118515	3.4048285509925336	147.927040	64	124	145
array-tiling/mbpr4.yml	true	unknown	6.644247926	3.488031349988887	137.400320	74	144	169	unknown	5.927261781	3.1292611100070644	141.209600	74	144	169	unknown	6.077797898	3.2146247789787594	141.647872	74	144	169	unknown	6.494080357	3.3840919340145774	144.453632	74	144	169	unknown	6.102336917	3.2027280170004815	148.992000	74	144	169
array-tiling/mbpr5.yml	true	unknown	6.562550931	3.444475689000683	144.576512	84	164	193	unknown	6.672599631	3.547402141994098	152.035328	84	164	193	unknown	6.765811746	3.613022205012385	151.953408	84	164	193	unknown	6.836179144	3.5594680630019866	141.717504	84	164	193	unknown	6.321314404	3.3259362249809783	147.353600	84	164	193
array-tiling/mlceu.yml	false	unknown	5.317198627	2.8491350680124015	136.622080	33	34	38	unknown	6.424606314	3.3722698140190914	132.378624	33	34	38	unknown	5.656535842	2.9554693439858966	141.824000	33	34	38	unknown	5.612625413	3.006865969975479	139.780096	33	34	38	unknown	5.401476093	2.842553386988584	131.538944	33	34	38
array-tiling/mlceu2.yml	true	unknown	4.913201687	2.5807429279957432	133.218304	28	29	34	unknown	5.068158103	2.6445785649993923	138.887168	28	29	34	unknown	5.594848179	3.0976597919943742	139.628544	28	29	34	unknown	5.188957525	2.7396895159909036	135.610368	28	29	34	unknown	5.024616928	2.715526045009028	130.031616	28	29	34
array-tiling/nr2.yml	true	unknown	5.173019849	2.7439989180129487	142.225408	49	94	109	unknown	5.512305072	2.890304035972804	135.548928	49	94	109	unknown	5.282011342	2.7909907889843453	130.940928	49	94	109	unknown	5.404855289	2.8558124050032347	134.230016	49	94	109	unknown	5.749985846	3.0154026910022367	135.946240	49	94	109
array-tiling/nr3.yml	true	unknown	5.645407503	2.9624162790132686	141.848576	49	94	109	unknown	5.972748869	3.185538985009771	139.046912	49	94	109	unknown	5.778660221	3.1189330389897805	142.086144	49	94	109	unknown	5.695317101	3.025326386996312	140.070912	49	94	109	unknown	5.38174252	2.860783262993209	142.622720	49	94	109
array-tiling/nr4.yml	true	unknown	5.302681626	2.834286138997413	133.218304	49	94	109	unknown	6.114814685	3.2324735120055266	140.562432	49	94	109	unknown	5.386629331	2.8464735739980824	153.726976	49	94	109	unknown	5.136840777	2.705394950986374	138.203136	49	94	109	unknown	5.936634872	3.1328871390142012	143.806464	49	94	109
array-tiling/nr5.yml	true	unknown	6.014919217	3.1918554040021263	152.788992	49	94	109	unknown	6.694908012	3.546798702009255	137.912320	49	94	109	unknown	5.568989618	3.070706753002014	140.255232	49	94	109	unknown	5.988088231	3.1235993540030904	143.749120	49	94	109	unknown	5.580964655	2.9819271139858756	151.613440	49	94	109
array-tiling/pnr2.yml	true	unknown	5.773051134	3.073080984002445	136.916992	50	51	58	unknown	6.028966514	3.150620730011724	150.777856	50	51	58	unknown	5.492585992	2.902654804987833	131.809280	50	51	58	unknown	5.528203815	2.9089760359784123	138.317824	50	51	58	unknown	5.469463464	2.9034891740011517	133.361664	50	51	58
array-tiling/pnr3.yml	true	unknown	5.946913125	3.14018242599559	142.307328	59	60	68	unknown	5.952088146	3.1480963449866977	152.973312	59	60	68	unknown	5.676850396	2.9861403190006968	146.731008	59	60	68	unknown	5.602168968	2.936081487016054	143.327232	59	60	68	unknown	6.024673655	3.17246198898647	143.122432	59	60	68
array-tiling/pnr4.yml	true	unknown	5.976645821	3.164040946023306	151.625728	68	69	78	unknown	5.152263546	2.6840138509869576	136.617984	68	69	78	unknown	5.534157541	2.9145256110059563	133.124096	68	69	78	unknown	6.00176895	3.173833275010111	145.829888	68	69	78	unknown	5.51666881	2.9341578820021823	134.426624	68	69	78
array-tiling/pnr5.yml	true	unknown	5.820587257	3.0709967610018793	131.702784	77	78	88	unknown	5.142204193	2.6886080219992436	143.351808	77	78	88	unknown	5.784417318	3.0582682119857054	144.953344	77	78	88	unknown	5.668834739	2.9683694260020275	145.440768	77	78	88	unknown	5.671289402	2.9397091009886935	143.003648	77	78	88
array-tiling/poly1.yml	true	unknown	5.28098256	2.786098631011555	140.292096	23	24	28	unknown	5.084693054	2.703574301995104	137.543680	23	24	28	unknown	4.979802756	2.6527942219981924	135.327744	23	24	28	unknown	5.049710765	2.651859901001444	135.782400	23	24	28	unknown	5.063828467	2.647291553003015	139.538432	23	24	28
array-tiling/poly2.yml	true	unknown	5.260331929	2.7740645140002016	139.206656	28	29	34	unknown	6.74324434	3.522464823006885	143.011840	28	29	34	unknown	5.409684693	2.8857952750113327	141.656064	28	29	34	unknown	6.217497989	3.2646142030134797	133.013504	28	29	34	unknown	5.678582691	2.993819852999877	134.348800	28	29	34
array-tiling/pr2.yml	true	unknown	5.33130851	2.8346447549993172	142.114816	49	94	109	unknown	6.326812751	3.3270257789990865	140.386304	49	94	109	unknown	5.47620958	2.882789193012286	137.986048	49	94	109	unknown	5.879798581	3.115696590015432	136.761344	49	94	109	unknown	5.70859193	3.024648044985952	143.069184	49	94	109
array-tiling/pr3.yml	true	unknown	5.995320568	3.2180573969963007	144.515072	54	104	121	unknown	5.663533392	2.995507618004922	145.678336	54	104	121	unknown	6.162115346	3.259815045981668	141.164544	54	104	121	unknown	5.41801094	2.903362120996462	139.993088	54	104	121	unknown	5.351579675	2.8335673549736384	146.743296	54	104	121
array-tiling/pr4.yml	true	unknown	6.164796512	3.281813746987609	135.106560	59	110	129	unknown	5.800574578	3.0389111079857685	143.634432	59	110	129	unknown	6.777041894	3.603736906981794	143.855616	59	110	129	unknown	6.13630288	3.293299302982632	143.720448	59	110	129	unknown	6.386031886	3.3373332060000394	134.709248	59	110	129
array-tiling/pr5.yml	true	unknown	5.937144126	3.220501496020006	121.372672	64	115	135	unknown	5.334615817	2.847004465991631	143.261696	64	115	135	unknown	5.274785391	2.809143585007405	141.148160	64	115	135	unknown	5.957184207	3.246546951995697	147.484672	64	115	135	unknown	5.555188397	2.9584286339813843	145.129472	64	115	135
array-tiling/revcpyswp2.yml	true	unknown	5.609036262	2.9992297849967144	142.811136	38	39	46	unknown	5.549398924	2.9463313439919148	139.149312	38	39	46	unknown	5.822181051	3.151916472997982	139.456512	38	39	46	unknown	5.616261737	3.001484956999775	137.936896	38	39	46	unknown	5.837701152	3.0347020589979365	143.904768	38	39	46
array-tiling/rew.yml	true	unknown	5.203478164	2.7368582040071487	132.390912	26	27	32	unknown	5.538219566	2.906670084979851	138.547200	26	27	32	unknown	5.467304987	2.8993105800182093	141.955072	26	27	32	unknown	5.391483312	2.8894830280041788	132.726784	26	27	32	unknown	5.763637434	3.0331055620044935	135.565312	26	27	32
array-tiling/rewnif.yml	true	unknown	5.148261169	2.711801328987349	142.049280	26	27	32	unknown	5.151994171	2.740758708998328	133.005312	26	27	32	unknown	5.148740352	2.6966168729995843	130.723840	26	27	32	unknown	5.300447908	2.8646571860008407	140.337152	26	27	32	unknown	5.105114254	2.687188829993829	140.197888	26	27	32
array-tiling/rewnifrev.yml	true	unknown	5.145098125	2.700284145976184	141.737984	26	27	32	unknown	5.227952574	2.7395078309928067	131.735552	26	27	32	unknown	5.335945459	2.7951926389941946	140.222464	26	27	32	unknown	5.182618563	2.7627347680099774	132.804608	26	27	32	unknown	5.148779254	2.7430921260092873	135.684096	26	27	32
array-tiling/rewnifrev2.yml	true	unknown	5.974506566	3.114733057009289	137.039872	23	24	28	unknown	4.93065447	2.6221076130168512	135.704576	23	24	28	unknown	5.170385997	2.718668164976407	135.700480	23	24	28	unknown	5.424813948	2.9115165989787783	130.469888	23	24	28	unknown	5.590363326	2.9397695419902448	139.620352	23	24	28
array-tiling/rewrev.yml	true	unknown	5.566675221	3.0302824020036496	135.475200	26	27	32	unknown	5.781184579	3.0720450500084553	133.566464	26	27	32	unknown	5.773909747	3.0578342829830945	137.338880	26	27	32	unknown	5.44346299	2.8549587079905905	151.126016	26	27	32	unknown	5.776802772	3.121692062995862	140.390400	26	27	32
array-tiling/skipped.yml	true	unknown	6.204561798	3.3486349459853955	132.726784	42	43	51	unknown	6.473966404	3.4127469189988915	133.206016	42	43	51	unknown	5.722587702	3.022718341992004	138.874880	42	43	51	unknown	5.652465265	3.017715201014653	141.795328	42	43	51	unknown	5.349601969	2.7922726240067277	136.126464	42	43	51
array-tiling/skippedu.yml	false	unknown	6.092033437	3.236731749988394	150.958080	42	43	51	unknown	5.660919662	2.974771375011187	150.786048	42	43	51	unknown	5.415821218	2.9026927259983495	132.034560	42	43	51	unknown	5.420326106	2.871523901994806	141.123584	42	43	51	unknown	5.511603242	2.8836804520105943	144.056320	42	43	51
array-tiling/tcpy.yml	true	unknown	5.349303109	2.7864461250137538	138.502144	36	37	43	unknown	5.828920051	3.098744060000172	141.893632	36	37	43	unknown	5.321393548	2.8054619609902147	132.894720	36	37	43	unknown	5.525310024	2.914031057996908	131.227648	36	37	43	unknown	5.444187411	2.8564871700073127	139.436032	36	37	43
array-crafted/bAnd1.yml	true	unknown	27.914500212	14.756598097999813	899.395584	1519	3119	3133	unknown	28.144173186	14.807940954982769	739.053568	1519	3119	3133	unknown	26.998918735	14.346955098008038	877.674496	1519	3119	3133	unknown	28.820584247	15.228750512003899	891.166720	1519	3119	3133	unknown	27.306658684	14.216080697980942	777.670656	1519	3119	3133
array-crafted/bAnd5.yml	true	unknown	6.458610776	3.4166473989898805	140.255232	44	46	53	unknown	6.159374947	3.244665795005858	140.312576	44	46	53	unknown	6.391694485	3.3459512469999027	139.640832	44	46	53	unknown	6.582678199	3.5926563299726695	151.506944	44	46	53	unknown	6.213063979	3.2756152100046165	151.773184	44	46	53
array-crafted/bor1.yml	true	unknown	28.427279404	15.114285454998026	783.958016	1519	3119	3133	unknown	29.26650125	15.395614039996872	789.450752	1519	3119	3133	unknown	32.291157591	17.109866775019327	853.471232	1519	3119	3133	unknown	26.764780253	14.069083323993254	667.811840	1519	3119	3133	unknown	28.957407038	15.508648132992676	648.060928	1519	3119	3133
array-crafted/bor5.yml	true	unknown	7.422745518	3.845223229000112	141.398016	44	46	53	unknown	6.447243571	3.386416026012739	152.817664	44	46	53	unknown	6.096773043	3.22264386198367	142.893056	44	46	53	unknown	6.12178344	3.2097733409900684	150.392832	44	46	53	unknown	6.066001479	3.1908364499977324	141.426688	44	46	53
array-crafted/mapavg5.yml	true	unknown	6.292507131	3.3103771790047176	142.290944	44	46	53	unknown	5.831030838	3.0759642029879615	135.286784	44	46	53	unknown	6.328484699	3.338721148989862	141.688832	44	46	53	unknown	6.053886848	3.1593996759911533	140.943360	44	46	53	unknown	6.431039051	3.38306873201509	136.904704	44	46	53
array-crafted/mapsum5.yml	true	unknown	11.35591936	5.86333848797949	223.997952	135	293	343	unknown	9.857479208	5.104556887992658	224.137216	135	293	343	unknown	9.705124737	5.022752684017178	205.025280	135	293	343	unknown	10.001628693	5.185125946998596	228.106240	135	293	343	unknown	9.189896964	4.799029310990591	205.594624	135	293	343
array-crafted/xor1.yml	true	unknown	29.974257739	16.71639754998614	829.083648	1519	3119	3133	unknown	31.199727455	17.159290217998205	756.383744	1519	3119	3133	unknown	31.493457437	17.87902120302897	783.425536	1519	3119	3133	unknown	30.691589832	16.856490843987558	944.676864	1519	3119	3133	unknown	30.167272937	16.82623435399728	849.059840	1519	3119	3133
array-crafted/xor5.yml	true	unknown	6.188545885	3.260653133998858	144.072704	44	46	53	unknown	6.313368567	3.343419017997803	133.570560	44	46	53	unknown	6.259102649	3.3188646019843873	140.775424	44	46	53	unknown	6.135018644	3.2249526949890424	144.519168	44	46	53	unknown	6.321331139	3.3367296069918666	150.224896	44	46	53
array-crafted/zero_sum1.yml	true	unknown	5.161946925	2.737485153018497	134.500352	39	66	76	unknown	5.23410893	2.7614371969830245	131.969024	39	66	76	unknown	5.904773602	3.095705157989869	141.713408	39	66	76	unknown	6.423800543	3.366800819989294	138.412032	39	66	76	unknown	5.448806762	2.896472315012943	136.269824	39	66	76
array-crafted/zero_sum2.yml	true	unknown	5.685326715	2.9671327500254847	137.420800	57	94	110	unknown	5.358230712	2.7938974880089518	142.090240	57	94	110	unknown	5.508628431	2.909325273009017	137.437184	57	94	110	unknown	5.424007826	2.858662615006324	143.294464	57	94	110	unknown	5.320483611	2.7905947089893743	140.640256	57	94	110
array-crafted/zero_sum3.yml	true	unknown	5.463393355	2.906246915983502	139.890688	75	122	144	unknown	5.911822156	3.114063854998676	151.568384	75	122	144	unknown	5.949434296	3.1369632620189805	144.531456	75	122	144	unknown	5.979065902	3.1401665570156183	153.530368	75	122	144	unknown	6.064869681	3.175942642992595	152.473600	75	122	144
array-crafted/zero_sum4.yml	true	unknown	5.939670091	3.133336678001797	137.994240	93	150	178	unknown	5.335209179	2.8039719439984765	140.107776	93	150	178	unknown	5.599859654	2.9540197149908636	139.542528	93	150	178	unknown	6.015167619	3.153779479995137	152.449024	93	150	178	unknown	6.10805786	3.2458798110019416	146.108416	93	150	178
array-crafted/zero_sum5.yml	true	unknown	6.074950488	3.1406462820013985	139.051008	111	178	212	unknown	5.957193299	3.109049696009606	133.050368	111	178	212	unknown	6.192058747	3.2202607429935597	139.816960	111	178	212	unknown	5.988793933	3.1593653990130406	154.386432	111	178	212	unknown	5.808866443	3.0713556800037622	153.350144	111	178	212
array-crafted/zero_sum_const1.yml	true	unknown	6.181473494	3.3444868229853455	151.158784	40	68	80	unknown	5.41926445	2.855515397997806	132.694016	40	68	80	unknown	5.835262121	3.047920339013217	151.998464	40	68	80	unknown	5.481280051	2.887248648010427	142.962688	40	68	80	unknown	5.978850932	3.15139871701831	146.694144	40	68	80
array-crafted/zero_sum_const2.yml	true	unknown	6.455884301	3.3963618150155526	152.432640	58	96	114	unknown	5.899028782	3.0981703180004843	139.800576	58	96	114	unknown	5.608902985	2.991289792000316	142.032896	58	96	114	unknown	6.079603596	3.181098369997926	152.346624	58	96	114	unknown	6.705280372	3.5411829829972703	134.025216	58	96	114
array-crafted/zero_sum_const3.yml	true	unknown	6.420431995	3.403276191005716	140.152832	76	124	148	unknown	5.918236723	3.1868652809935156	140.382208	76	124	148	unknown	5.79126876	3.030694023007527	141.131776	76	124	148	unknown	5.49867033	2.922942635981599	142.540800	76	124	148	unknown	6.35226316	3.365947113983566	143.654912	76	124	148
array-crafted/zero_sum_const4.yml	true	unknown	6.213810069	3.2631650129915215	132.345856	94	152	182	unknown	6.201286822	3.2637164370098617	142.655488	94	152	182	unknown	6.333382794	3.3452803639811464	142.893056	94	152	182	unknown	6.619958088	3.4643505539861508	153.272320	94	152	182	unknown	7.317610213	3.8286830990109593	139.120640	94	152	182
array-crafted/zero_sum_const5.yml	true	unknown	6.298443159	3.3239516890025698	142.282752	112	180	216	unknown	6.386573884	3.3497400369960815	153.407488	112	180	216	unknown	5.917740336	3.1046076050261036	141.070336	112	180	216	unknown	5.948116403	3.120612656988669	148.377600	112	180	216	unknown	6.355602109	3.3370008909842	143.962112	112	180	216
array-crafted/zero_sum_const_m2.yml	true	unknown	6.219643001	3.327020681987051	142.577664	58	96	114	unknown	6.01773139	3.1892560360138305	143.007744	58	96	114	unknown	6.614282881	3.544688086025417	142.430208	58	96	114	unknown	5.984370424	3.16636926800129	151.805952	58	96	114	unknown	5.640331134	2.960746811993886	141.082624	58	96	114
array-crafted/zero_sum_const_m3.yml	true	unknown	5.999424992	3.1695440739858896	143.011840	76	124	148	unknown	5.957119608	3.1737525179923978	141.893632	76	124	148	unknown	6.15942424	3.2405203199887183	144.818176	76	124	148	unknown	5.902084635	3.0923736940021627	133.283840	76	124	148	unknown	5.813266638	3.0963340619928204	139.710464	76	124	148
array-crafted/zero_sum_const_m4.yml	true	unknown	5.787517289	3.0504588579933625	136.458240	94	152	182	unknown	6.783385055	3.649480676976964	139.628544	94	152	182	unknown	6.438190728	3.38532237499021	152.653824	94	152	182	unknown	6.64122343	3.5217768999864347	139.247616	94	152	182	unknown	5.764948182	3.0312739750079345	145.661952	94	152	182
