tool		CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856
reducercommutativity/max20-1.yml	true	unknown	13.223337909	6.854707266000332	287.313920	568	1580	1782	unknown	13.354331721	6.926734420005232	259.624960	568	1580	1782	unknown	13.748069873	7.103957314015133	257.818624	568	1580	1782	unknown	13.217001389	6.826338058017427	271.298560	568	1580	1782	unknown	13.466958089	6.944902122020721	248.672256	568	1580	1782
reducercommutativity/max40-1.yml	true	unknown	17.945376006	9.228098109015264	321.515520	1108	2660	2982	unknown	18.523612189	9.501427651994163	305.999872	1108	2660	2982	unknown	17.155055616	8.891712098993594	359.591936	1108	2660	2982	unknown	17.705137475	9.023418097989634	374.972416	1108	2660	2982	unknown	18.568466087	9.536548888019752	379.478016	1108	2660	2982
reducercommutativity/max60-2.yml	true	unknown	22.945889113	11.766113865014631	527.237120	1648	3740	4182	unknown	23.655562025	12.100621530000353	485.658624	1648	3740	4182	unknown	25.836165183	13.180420318007236	487.600128	1648	3740	4182	unknown	22.169513373	11.358054470998468	495.525888	1648	3740	4182	unknown	22.089427942	11.455421699007275	467.329024	1648	3740	4182
reducercommutativity/rangesum05.yml	false	false(unreach-call)	9.168618407	4.77088826202089	182.448128	142	401	434	false(unreach-call)	8.700922198	4.529049983015284	181.362688	142	401	434	false(unreach-call)	10.624689434	5.493588045996148	208.576512	142	401	434	false(unreach-call)	8.935361773	4.647046469006455	213.516288	142	401	434	false(unreach-call)	9.464896931	4.950441484019393	205.365248	142	401	434
reducercommutativity/rangesum10.yml	false	false(unreach-call)	10.892561095	5.615272422990529	239.820800	244	605	638	false(unreach-call)	11.213796902	5.814539165992755	242.589696	244	605	638	false(unreach-call)	10.997946626	5.733949332992779	245.882880	244	605	638	false(unreach-call)	11.090552381	5.7743014080042485	244.088832	244	605	638	false(unreach-call)	10.713692321	5.567103042994859	220.803072	244	605	638
reducercommutativity/rangesum20.yml	false	false(unreach-call)	13.628149329	7.0767231909849215	336.666624	454	1025	1058	false(unreach-call)	16.09931745	8.338357182015898	319.332352	454	1025	1058	false(unreach-call)	13.606814033	7.053564656001981	338.776064	454	1025	1058	false(unreach-call)	14.702115708	7.720575533021474	328.208384	454	1025	1058	false(unreach-call)	13.160490592	6.82596275099786	339.951616	454	1025	1058
reducercommutativity/rangesum40.yml	false	false(unreach-call)	17.77527197	9.18809106000117	452.468736	874	1865	1898	false(unreach-call)	19.411187129	9.93566750199534	456.491008	874	1865	1898	false(unreach-call)	18.766625384	9.605075978994137	444.772352	874	1865	1898	false(unreach-call)	19.858699989	10.150711071997648	482.488320	874	1865	1898	false(unreach-call)	18.767688432	9.628789720009081	469.622784	874	1865	1898
reducercommutativity/rangesum60.yml	false	false(unreach-call)	21.931832558	11.3189384410216	582.701056	1294	2705	2738	false(unreach-call)	23.777651955	12.385720755992224	640.319488	1294	2705	2738	false(unreach-call)	23.005760565	11.73210499700508	640.020480	1294	2705	2738	false(unreach-call)	24.686151009	12.616316690982785	691.884032	1294	2705	2738	false(unreach-call)	24.258228157	12.38300841601449	713.699328	1294	2705	2738
reducercommutativity/sep05-1.yml	true	unknown	113.614504237	57.47717006900348	4178.255872	7353	15191	16536	unknown	113.587798092	57.336927201016806	4189.634560	7353	15191	16536	unknown	116.161827171	58.627431797009194	4177.047552	7353	15191	16536	unknown	107.529545959	54.276901692996034	4395.175936	7353	15191	16536	unknown	106.774024115	53.84698434598977	4146.159616	7353	15191	16536
reducercommutativity/sum.yml	true	unknown	9.832084888	5.102121574018383	187.113472	131	281	328	unknown	8.980808186	4.6782061560079455	202.584064	131	281	328	unknown	9.489790101	4.975036864023423	194.023424	131	281	328	unknown	9.552785423	4.990578274009749	217.083904	131	281	328	unknown	9.382284617	4.876951085985638	191.561728	131	281	328
array-tiling/mbpr2.yml	true	unknown	5.305350362	2.816268155002035	143.261696	54	104	121	unknown	5.57439057	2.955156473995885	139.464704	54	104	121	unknown	5.37140285	2.807103351020487	143.818752	54	104	121	unknown	5.614387315	2.9393451930081937	140.009472	54	104	121	unknown	5.856812214	3.088814729009755	139.280384	54	104	121
array-tiling/mbpr3.yml	true	unknown	6.310997036	3.2950647929974366	152.739840	64	124	145	unknown	5.910546446	3.1474895369901787	137.367552	64	124	145	unknown	7.2942003	3.877383788989391	151.359488	64	124	145	unknown	7.441233113	3.906037581007695	153.309184	64	124	145	unknown	5.756277577	3.0776176850195043	140.537856	64	124	145
array-tiling/mbpr4.yml	true	unknown	6.137065779	3.2501286810147576	136.060928	74	144	169	unknown	6.285329543	3.2826036140031647	147.955712	74	144	169	unknown	6.202293302	3.2344378730049357	153.956352	74	144	169	unknown	6.532846428	3.4543026629835367	133.558272	74	144	169	unknown	6.087208734	3.1975368660059758	141.832192	74	144	169
array-tiling/mbpr5.yml	true	unknown	6.305748495	3.3596972829836886	144.932864	84	164	193	unknown	7.058859901	3.7163266410061624	143.609856	84	164	193	unknown	7.201034564	3.762617141008377	152.768512	84	164	193	unknown	5.888550412	3.113647830003174	157.151232	84	164	193	unknown	7.583775098	4.010810855979798	144.478208	84	164	193
array-tiling/mlceu.yml	false	unknown	5.540070565	2.936698442994384	136.568832	33	34	38	unknown	5.409009176	2.8522880829987116	133.459968	33	34	38	unknown	5.390343046	2.8517029380018357	112.803840	33	34	38	unknown	5.455556071	2.8837972990004346	141.791232	33	34	38	unknown	5.046603619	2.6715045199962333	137.568256	33	34	38
array-tiling/mlceu2.yml	true	unknown	6.304011343	3.3260453219991177	137.887744	28	29	34	unknown	5.740081775	3.0115321130142547	136.171520	28	29	34	unknown	6.18970275	3.2294340599910356	140.517376	28	29	34	unknown	5.410801148	2.913594045006903	137.617408	28	29	34	unknown	5.177305041	2.728639590990497	131.297280	28	29	34
array-tiling/nr2.yml	true	unknown	5.222898497	2.770056139008375	138.719232	49	94	109	unknown	5.460506039	2.909404796984745	142.778368	49	94	109	unknown	5.670001626	3.0148505750112236	142.041088	49	94	109	unknown	5.87256586	3.198050786013482	140.791808	49	94	109	unknown	5.736247279	3.0093246790056583	152.969216	49	94	109
array-tiling/nr3.yml	true	unknown	5.732422645	3.036188319005305	144.957440	49	94	109	unknown	5.747134442	3.0435786150046624	140.165120	49	94	109	unknown	5.218183245	2.7468897179933265	144.850944	49	94	109	unknown	5.099025738	2.733652806986356	140.169216	49	94	109	unknown	5.518793705	2.952734133024933	138.604544	49	94	109
array-tiling/nr4.yml	true	unknown	5.668981367	3.0059880659973715	140.455936	49	94	109	unknown	5.82449326	3.054429545009043	152.842240	49	94	109	unknown	5.494846665	2.9373610310140066	134.144000	49	94	109	unknown	5.395329618	2.8377666659944225	138.207232	49	94	109	unknown	5.313710971	2.8069076059910003	144.048128	49	94	109
array-tiling/nr5.yml	true	unknown	5.400103383	2.8321276500064414	141.451264	49	94	109	unknown	5.629410677	2.949257303989725	143.319040	49	94	109	unknown	5.880288182	3.1269123120000586	139.563008	49	94	109	unknown	5.537175213	2.899170924007194	145.133568	49	94	109	unknown	5.86656733	3.157985780009767	138.092544	49	94	109
array-tiling/pnr2.yml	true	unknown	5.728111291	3.0251399889821187	140.746752	50	51	58	unknown	5.746848165	3.050163073989097	138.432512	50	51	58	unknown	5.256471542	2.762946696020663	136.081408	50	51	58	unknown	5.983781	3.153091892017983	143.896576	50	51	58	unknown	5.809535946	3.0331176620093174	134.021120	50	51	58
array-tiling/pnr3.yml	true	unknown	6.051712763	3.2172626839892473	146.849792	59	60	68	unknown	5.622442227	2.9729169940110296	142.077952	59	60	68	unknown	6.373495846	3.3589095910137985	143.904768	59	60	68	unknown	5.60518734	2.968273136008065	142.106624	59	60	68	unknown	5.934613205	3.1435367290105205	142.655488	59	60	68
array-tiling/pnr4.yml	true	unknown	6.163742799	3.2508632190001663	119.463936	68	69	78	unknown	5.472213687	2.886546082008863	134.066176	68	69	78	unknown	5.36228395	2.8310281219892204	139.264000	68	69	78	unknown	5.40233973	2.877256859006593	140.759040	68	69	78	unknown	5.245526255	2.8474484070029575	133.517312	68	69	78
array-tiling/pnr5.yml	true	unknown	5.720783182	3.0463286460144445	135.921664	77	78	88	unknown	5.975255891	3.1992856659926474	151.445504	77	78	88	unknown	5.507329861	2.8874626549950335	145.575936	77	78	88	unknown	5.95134651	3.1440038819855545	142.561280	77	78	88	unknown	5.774329288	3.0613747980096377	152.264704	77	78	88
array-tiling/poly1.yml	true	unknown	4.978745984	2.659634483017726	137.744384	23	24	28	unknown	5.165338815	2.7595684939878993	138.821632	23	24	28	unknown	4.912841952	2.5913563880021684	140.906496	23	24	28	unknown	5.501245611	2.9153397170011885	138.371072	23	24	28	unknown	5.560368951	2.9443185050040483	138.891264	23	24	28
array-tiling/poly2.yml	true	unknown	5.199286114	2.7296008369885385	139.689984	28	29	34	unknown	5.192908178	2.732721667998703	142.069760	28	29	34	unknown	6.505536641	3.407595555006992	132.112384	28	29	34	unknown	5.868939497	3.0846433070255443	141.197312	28	29	34	unknown	5.076967298	2.6764611529943068	133.763072	28	29	34
array-tiling/pr2.yml	true	unknown	5.921291436	3.1086337990127504	142.749696	49	94	109	unknown	5.285145182	2.8070956409792416	139.956224	49	94	109	unknown	5.555284902	2.9767396980023477	142.770176	49	94	109	unknown	5.416796219	2.8397699169872794	113.668096	49	94	109	unknown	5.849016252	3.1389272469969	144.097280	49	94	109
array-tiling/pr3.yml	true	unknown	5.552684292	2.9830760509939864	144.416768	54	104	121	unknown	5.72709893	3.0442311789956875	140.767232	54	104	121	unknown	5.746548759	3.045026936015347	153.968640	54	104	121	unknown	5.823078462	3.070827849005582	151.777280	54	104	121	unknown	5.762136961	3.0531580050010234	140.976128	54	104	121
array-tiling/pr4.yml	true	unknown	5.542263469	2.9697923449857626	136.200192	59	110	129	unknown	6.586300145	3.4552452659991104	143.425536	59	110	129	unknown	6.033462963	3.168312416994013	144.465920	59	110	129	unknown	6.324899361	3.3148138950055	134.103040	59	110	129	unknown	6.502673849	3.4677041889808606	152.891392	59	110	129
array-tiling/pr5.yml	true	unknown	5.645568872	2.9524106320168357	156.184576	64	115	135	unknown	5.420230679	2.9010176610026974	139.104256	64	115	135	unknown	5.795614215	3.076197272981517	147.197952	64	115	135	unknown	5.93427365	3.1587881599843968	143.273984	64	115	135	unknown	5.658604695	3.003199077997124	140.144640	64	115	135
array-tiling/revcpyswp2.yml	true	unknown	5.416609776	2.851598333014408	137.740288	38	39	46	unknown	5.744134096	3.022332225984428	152.346624	38	39	46	unknown	5.454264175	2.849193739995826	137.355264	38	39	46	unknown	5.727812837	3.0116649670235347	133.566464	38	39	46	unknown	5.427357557	2.8486311649903655	133.963776	38	39	46
array-tiling/rew.yml	true	unknown	5.151476969	2.7109095539781265	135.380992	26	27	32	unknown	5.14146717	2.7540858979918994	134.942720	26	27	32	unknown	5.772849507	3.033919997018529	138.940416	26	27	32	unknown	5.5898271	2.9809499969996978	137.359360	26	27	32	unknown	5.477066819	2.9867821850057226	136.441856	26	27	32
array-tiling/rewnif.yml	true	unknown	5.770818372	3.03783126999042	136.527872	26	27	32	unknown	4.884041565	2.5755294210102875	131.047424	26	27	32	unknown	5.717396731	2.9989187230239622	133.263360	26	27	32	unknown	5.011950415	2.6220567660056986	136.224768	26	27	32	unknown	6.172817703	3.2561430939822458	141.148160	26	27	32
array-tiling/rewnifrev.yml	true	unknown	4.918434055	2.5900424940045923	138.895360	26	27	32	unknown	5.233832957	2.7694843400095124	131.182592	26	27	32	unknown	5.240675676	2.707133032003185	141.832192	26	27	32	unknown	5.642537114	2.9803555889811832	140.382208	26	27	32	unknown	5.010985381	2.6409029490023386	135.356416	26	27	32
array-tiling/rewnifrev2.yml	true	unknown	5.010540229	2.666543212981196	130.166784	23	24	28	unknown	4.910661085	2.582812918990385	137.297920	23	24	28	unknown	5.387466575	2.88763300399296	135.401472	23	24	28	unknown	5.079045078	2.718822444003308	143.392768	23	24	28	unknown	5.00778254	2.630979790992569	129.716224	23	24	28
array-tiling/rewrev.yml	true	unknown	6.181423922	3.2506687190034427	139.612160	26	27	32	unknown	5.967655466	3.1488154210092034	150.024192	26	27	32	unknown	5.678979326	2.985846700001275	137.297920	26	27	32	unknown	5.468345808	2.9086224359925836	137.482240	26	27	32	unknown	5.097837939	2.6831408300204203	136.429568	26	27	32
array-tiling/skipped.yml	true	unknown	6.434812033	3.3742171750054695	133.824512	42	43	51	unknown	5.329563521	2.821555440983502	135.331840	42	43	51	unknown	5.714102844	3.0088760950020514	144.457728	42	43	51	unknown	5.639364323	2.9781665360205807	143.089664	42	43	51	unknown	6.741693341	3.544983255007537	120.070144	42	43	51
array-tiling/skippedu.yml	false	unknown	5.284944041	2.80992287301342	133.398528	42	43	51	unknown	5.410791919	2.8604586319997907	143.024128	42	43	51	unknown	5.42694308	2.858011329022702	141.344768	42	43	51	unknown	5.407911306	2.8650001070054714	142.348288	42	43	51	unknown	5.439562925	2.8522815659816843	136.318976	42	43	51
array-tiling/tcpy.yml	true	unknown	5.892453275	3.0985979069955647	143.605760	36	37	43	unknown	5.106483247	2.7119717890163884	133.918720	36	37	43	unknown	5.832865576	3.072851920995163	136.990720	36	37	43	unknown	5.442751517	2.9213379139837343	133.406720	36	37	43	unknown	5.438182888	2.8905755169980694	138.223616	36	37	43
array-crafted/bAnd1.yml	true	unknown	26.381072507	14.022145024995552	679.804928	1519	3119	3133	unknown	28.656368633	15.016256305010756	886.771712	1519	3119	3133	unknown	27.626430145	14.90922486098134	952.193024	1519	3119	3133	unknown	28.951456396	15.731796815001871	725.671936	1519	3119	3133	unknown	29.449056344	15.856864838016918	641.355776	1519	3119	3133
array-crafted/bAnd5.yml	true	unknown	5.756841089	3.0643333990010433	136.998912	44	46	53	unknown	7.138354472	3.744154505984625	140.419072	44	46	53	unknown	5.683733458	2.9626459749997593	143.142912	44	46	53	unknown	5.675659093	2.9836346130177844	139.046912	44	46	53	unknown	5.826868565	3.0869501669949386	139.214848	44	46	53
array-crafted/bor1.yml	true	unknown	26.305155517	14.15602824400412	932.515840	1519	3119	3133	unknown	28.347608051	15.288558390981052	821.809152	1519	3119	3133	unknown	29.518461915	15.54946894600289	712.220672	1519	3119	3133	unknown	29.279511189	15.321451900003012	792.150016	1519	3119	3133	unknown	28.012868445	14.702719508000882	841.510912	1519	3119	3133
array-crafted/bor5.yml	true	unknown	6.217440833	3.3065053089812864	145.416192	44	46	53	unknown	5.905000081	3.089864645997295	133.873664	44	46	53	unknown	6.294682775	3.277566634991672	139.730944	44	46	53	unknown	6.147450962	3.2082530350016896	139.669504	44	46	53	unknown	6.121436519	3.18573974899482	137.846784	44	46	53
array-crafted/mapavg5.yml	true	unknown	6.153157565	3.244082518009236	142.413824	44	46	53	unknown	6.490317364	3.387743204977596	141.144064	44	46	53	unknown	5.885151523	3.0756076499819756	144.338944	44	46	53	unknown	5.947985371	3.145161519991234	132.120576	44	46	53	unknown	6.363961795	3.358147603023099	135.835648	44	46	53
array-crafted/mapsum5.yml	true	unknown	9.281894475	4.780240521009546	225.595392	135	293	343	unknown	9.836057593	5.0827415640233085	220.774400	135	293	343	unknown	9.256252484	4.801519942004234	227.631104	135	293	343	unknown	9.169138976	4.754015690006781	226.545664	135	293	343	unknown	10.353841487	5.431130293000024	202.231808	135	293	343
array-crafted/xor1.yml	true	unknown	30.283816226	16.8065408290131	962.695168	1519	3119	3133	unknown	30.21228748	16.7738522090076	736.702464	1519	3119	3133	unknown	30.124169784	16.606038953992538	788.455424	1519	3119	3133	unknown	29.968922853	16.702703327988274	735.924224	1519	3119	3133	unknown	29.375711269	16.43647278798744	852.525056	1519	3119	3133
array-crafted/xor5.yml	true	unknown	6.228901835	3.3055484679935034	135.090176	44	46	53	unknown	6.080295604	3.1799379650037736	145.629184	44	46	53	unknown	5.838608018	3.0620085459959228	131.342336	44	46	53	unknown	6.173437464	3.2919998799916357	138.948608	44	46	53	unknown	5.987969935	3.13366049999604	138.280960	44	46	53
array-crafted/zero_sum1.yml	true	unknown	5.745997139	3.072324001986999	140.484608	39	66	76	unknown	5.456800994	2.878713156998856	142.950400	39	66	76	unknown	5.052456616	2.6722297229862306	137.150464	39	66	76	unknown	5.537550829	2.930504543997813	136.667136	39	66	76	unknown	5.576815888	2.926748805009993	140.058624	39	66	76
array-crafted/zero_sum2.yml	true	unknown	5.544002621	2.9428927399858367	144.695296	57	94	110	unknown	5.854508686	3.0905771229881793	140.021760	57	94	110	unknown	5.462841671	2.888750568003161	142.483456	57	94	110	unknown	5.375327626	2.8149801709805615	141.373440	57	94	110	unknown	5.399211895	2.8581014429801144	142.139392	57	94	110
array-crafted/zero_sum3.yml	true	unknown	6.205225738	3.2389624239876866	146.882560	75	122	144	unknown	6.075414509	3.195783344010124	142.684160	75	122	144	unknown	5.71986775	2.996095198992407	145.215488	75	122	144	unknown	5.65508927	2.962016550009139	146.345984	75	122	144	unknown	5.466309574	2.8636469210032374	145.448960	75	122	144
array-crafted/zero_sum4.yml	true	unknown	5.495160397	2.939277311990736	132.919296	93	150	178	unknown	5.80858756	3.051876273006201	140.124160	93	150	178	unknown	5.621263055	2.9368980310100596	143.962112	93	150	178	unknown	6.231244585	3.2690303760173265	153.305088	93	150	178	unknown	5.650091118	3.0149455789942294	140.148736	93	150	178
array-crafted/zero_sum5.yml	true	unknown	6.137581276	3.197001280001132	161.398784	111	178	212	unknown	6.147094436	3.223749320022762	142.880768	111	178	212	unknown	5.877842877	3.1150926649861503	138.477568	111	178	212	unknown	6.103176563	3.1982124560163356	144.248832	111	178	212	unknown	6.036228637	3.170783809997374	152.928256	111	178	212
array-crafted/zero_sum_const1.yml	true	unknown	5.773893748	3.056050857005175	134.443008	40	68	80	unknown	6.200483037	3.2906290119863115	145.600512	40	68	80	unknown	5.836809867	3.0876664799870923	146.300928	40	68	80	unknown	5.364812747	2.8284987269726116	140.791808	40	68	80	unknown	6.505592133	3.4204175010090694	143.261696	40	68	80
array-crafted/zero_sum_const2.yml	true	unknown	5.897815462	3.103330817015376	139.255808	58	96	114	unknown	5.925664184	3.19494233399746	133.308416	58	96	114	unknown	5.886267548	3.157249812997179	135.446528	58	96	114	unknown	5.931571086	3.108999632007908	152.027136	58	96	114	unknown	5.730017275	3.039815819996875	144.232448	58	96	114
array-crafted/zero_sum_const3.yml	true	unknown	5.828704832	3.0976426510023884	135.561216	76	124	148	unknown	6.532264069	3.449600455991458	140.161024	76	124	148	unknown	5.933849344	3.088660711015109	145.698816	76	124	148	unknown	6.04862882	3.1805275850056205	147.656704	76	124	148	unknown	6.087958301	3.1868632679979783	143.847424	76	124	148
array-crafted/zero_sum_const4.yml	true	unknown	6.660552833	3.49586786198779	142.114816	94	152	182	unknown	5.882788943	3.112918474012986	144.068608	94	152	182	unknown	5.956182245	3.1506765669910237	143.687680	94	152	182	unknown	6.366905159	3.349841604998801	141.733888	94	152	182	unknown	7.043046918	3.654026243981207	153.165824	94	152	182
array-crafted/zero_sum_const5.yml	true	unknown	6.818564755	3.5489925460133236	150.446080	112	180	216	unknown	5.829956856	3.0663286079943646	140.058624	112	180	216	unknown	6.804929895	3.5701050969946664	143.622144	112	180	216	unknown	6.16210636	3.2790996039984748	141.271040	112	180	216	unknown	7.375692928	3.838464350992581	144.121856	112	180	216
array-crafted/zero_sum_const_m2.yml	true	unknown	5.87924428	3.160355564992642	139.837440	58	96	114	unknown	5.50336396	2.914374909014441	139.534336	58	96	114	unknown	5.308434662	2.786178193986416	140.820480	58	96	114	unknown	5.807909642	3.0374968830146827	144.928768	58	96	114	unknown	5.588921194	2.9270457490056287	144.556032	58	96	114
array-crafted/zero_sum_const_m3.yml	true	unknown	5.527969641	2.9114398900128435	144.715776	76	124	148	unknown	5.781300837	3.0969522060186137	143.585280	76	124	148	unknown	6.061719204	3.1708950129977893	142.286848	76	124	148	unknown	6.036469882	3.17512785398867	135.442432	76	124	148	unknown	5.799633245	3.042797997011803	133.332992	76	124	148
array-crafted/zero_sum_const_m4.yml	true	unknown	6.800839775	3.5988482350076083	141.967360	94	152	182	unknown	5.969242333	3.116830435988959	142.016512	94	152	182	unknown	5.979916929	3.1394904119952116	142.843904	94	152	182	unknown	6.10387236	3.211473664996447	141.279232	94	152	182	unknown	6.383932327	3.3953890489938203	153.325568	94	152	182
